-5.000000e+00 0.000000e+00 
-4.900000e+00 -4.291017e-01 
-4.800000e+00 -8.631317e-01 
-4.700000e+00 -1.306974e+00 
-4.600000e+00 -1.765455e+00 
-4.500000e+00 -2.243315e+00 
-4.400000e+00 -2.745184e+00 
-4.300000e+00 -3.275556e+00 
-4.200000e+00 -3.838766e+00 
-4.100000e+00 -4.438974e+00 
-4.000000e+00 -5.080146e+00 
-3.900000e+00 -5.766042e+00 
-3.800000e+00 -6.500204e+00 
-3.700000e+00 -7.285952e+00 
-3.600000e+00 -8.126375e+00 
-3.500000e+00 -9.024335e+00 
-3.400000e+00 -9.982463e+00 
-3.300000e+00 -1.100317e+01 
-3.200000e+00 -1.208864e+01 
-3.100000e+00 -1.324086e+01 
-3.000000e+00 -1.446161e+01 
-2.900000e+00 -1.575248e+01 
-2.800000e+00 -1.711488e+01 
-2.700000e+00 -1.855005e+01 
-2.600000e+00 -2.005909e+01 
-2.500000e+00 -2.164296e+01 
-2.400000e+00 -2.330249e+01 
-2.300000e+00 -2.503838e+01 
-2.200000e+00 -2.685125e+01 
-2.100000e+00 -2.874163e+01 
-2.000000e+00 -3.070995e+01 
-1.900000e+00 -3.275658e+01 
-1.800000e+00 -3.488183e+01 
-1.700000e+00 -3.708597e+01 
-1.600000e+00 -3.936918e+01 
-1.500000e+00 -4.173165e+01 
-1.400000e+00 -4.417350e+01 
-1.300000e+00 -4.669484e+01 
-1.200000e+00 -4.929572e+01 
-1.100000e+00 -5.197618e+01 
-1.000000e+00 -5.473624e+01 
-9.000000e-01 -5.757587e+01 
-8.000000e-01 -6.049499e+01 
-7.000000e-01 -6.349352e+01 
-6.000000e-01 -6.657127e+01 
-5.000000e-01 -6.972803e+01 
-4.000000e-01 -7.296348e+01 
-3.000000e-01 -7.627719e+01 
-2.000000e-01 -7.966860e+01 
-1.000000e-01 -8.313698e+01 
2.775558e-16 -8.668137e+01 
1.000000e-01 -9.030053e+01 
2.000000e-01 -9.399288e+01 
3.000000e-01 -9.775643e+01 
4.000000e-01 -1.015887e+02 
5.000000e-01 -1.054864e+02 
6.000000e-01 -1.094457e+02 
7.000000e-01 -1.134618e+02 
8.000000e-01 -1.175287e+02 
9.000000e-01 -1.216392e+02 
1.000000e+00 -1.257846e+02 
1.100000e+00 -1.299545e+02 
1.200000e+00 -1.341365e+02 
1.300000e+00 -1.383160e+02 
1.400000e+00 -1.424757e+02 
1.500000e+00 -1.465959e+02 
1.600000e+00 -1.506536e+02 
1.700000e+00 -1.546227e+02 
1.800000e+00 -1.584735e+02 
1.900000e+00 -1.621727e+02 
2.000000e+00 -1.656834e+02 
2.100000e+00 -1.689648e+02 
2.200000e+00 -1.719724e+02 
2.300000e+00 -1.746584e+02 
2.400000e+00 -1.769716e+02 
2.500000e+00 -1.788579e+02 
2.600000e+00 -1.802612e+02 
2.700000e+00 -1.811237e+02 
2.800000e+00 -1.813872e+02 
2.900000e+00 -1.809936e+02 
3.000000e+00 -1.798863e+02 
3.100000e+00 -1.780114e+02 
3.200000e+00 -1.753193e+02 
3.300000e+00 -1.717656e+02 
3.400000e+00 -1.673127e+02 
3.500000e+00 -1.619315e+02 
3.600000e+00 -1.556020e+02 
3.700000e+00 -1.483153e+02 
3.800000e+00 -1.400740e+02 
3.900000e+00 -1.308935e+02 
4.000000e+00 -1.208022e+02 
4.100000e+00 -1.098419e+02 
4.200000e+00 -9.806790e+01 
4.300000e+00 -8.554843e+01 
4.400000e+00 -7.236410e+01 
4.500000e+00 -5.860685e+01 
4.600000e+00 -4.437856e+01 
4.700000e+00 -2.978945e+01 
4.800000e+00 -1.495622e+01 
4.900000e+00 0.000000e+00 
